CCMSLIB00005723440	COC(=O)C(N)Cc1ccc(O)cc1	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00005725276	CCN(CC(COC(c(cccc1)c1NC(C(C)CC(O)=O)=O)=O)(CC1)C(C2OC)C3(C(CC(C4OC)C(C5)OC)C4C54O)C1OC)C3C24O	[M-H]-	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00005725479	CN(CC1([C@H]2C3COC4C2)C=C)C3C1[C@]4(c(cccc1)c1N1)C1=O	[M-H]-	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00005435757	O[C@H]1C[C@H](C=C2C=C[C@@H]([C@@H]([C@@H]12)CC[C@@H]3C[C@H](CC(O3)=O)OC(C)=O)C)C	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00005723521	CCC(=O)N(Cc1ccco1)C(CC)C(=O)NCc2ccccc2	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00009918901	OC1=CC(O)=CC(/C=C/C2=CC=C(C=C2)O[C@@H](C3=CC(OC)=CC(OC)=C3)[C@@H](OCC(C)C)C4=CC=C(O)C=C4)=C1	[M-H]-	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00005723531	COc3ccc(C(C(=O)NCc1ccccc1)N(Cc2ccco2)C(=O)CCC(C)C)cc3	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00010013051	O=C(O)C(NC(CC(CCCCCCCCC)=O)=O)CCO	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00009918443	ClC(CCCC/C=C/CCC(N(C)[C@@H](COC)CO)=O)CCCCCCO	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00005724942	C[C@@](CCC1)(C(CC[C@@H](C2)C3=C)[C@@]2(CC2)[C@@H]3O)C2[C@@]1(C)C(O)=O	[M-H]-	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00009918445	ClC(CCCC/C=C/CCC(N(C)[C@@H](COC)COC(C)=O)=O)CCCCCCOC(C)=O	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00009918875	OC1=CC(O)=CC([C@@H]([C@@H](OC(C)C)C2=CC=C(O)C=C2)OC(C=C3)=CC=C3/C=C/C4=CC(OC)=CC(OC)=C4)=C1	[M-H]-	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00005725321	CC[C@H](C(C[C@@H]1N2CCc3c1[nH]c1c3cccc1)/C(/C(OC)=O)=C\OC)C2=O	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00009918905	OC1=CC(O)=CC([C@@H]([C@@H](OCC(C)C)C2=CC=C(O)C=C2)OC(C=C3)=CC=C3/C=C/C4=CC(OC)=CC(OC)=C4)=C1	[M-H]-	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00005723538	CC(C)CCC(=O)N(Cc1ccco1)C(C(=O)NCc2ccccc2)c3cccnc3	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00004722158	CC1(C(C1(C)C)C(=O)C2=CN(C3=CC=CC=C32)CCCC(CF)O)C	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00010129241	OC(C=C1)=CC=C1[C@@H](O2)[C@@H](C3=CC(O)=CC(O)=C3)C4=C2C=CC(/C=C/C5=CC(O)=CC(OC)=C5)=C4	[M-H]-	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00005725444	CN(CC1)C(CC(C=C2)(C=CC2=O)c2c3OC)c2c1cc3O	[M-H]-	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00003142443	OC1=CC(C(CCNC(CCCCCCCCCCCCCCCCCCC)=O)=CN2)=C2C=C1	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00009918878	OC1=CC=C([C@H]2C3=C([C@@]([C@@H]2C4=CC(O)=CC(O)=C4)([H])C(C5=CC=C(C=C5)O)OC)C=C(C=C3O)O)C=C1	[M-H]-	35.0	Thermo Finnigan Elite Orbitrap
CCMSLIB00005725249	CC(C)C(CCC1(C)C2)OC11OC2C(C(OC)=O)=CC1O	[M+H]+	35.0	Thermo Finnigan Elite Orbitrap
